"filename", "language", "Python", "XML", "Markdown", "YAML", "JSON", "comment", "blank", "total"
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-new_or_lgpl-2.1_2.yml", "YAML", 0, 0, 0, 2, 0, 0, 1, 3
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-new_or_mit_1.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-new_or_mit_2.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-new_or_mit_3.yml", "YAML", 0, 0, 0, 2, 0, 0, 1, 3
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-new_or_mit_4.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-new_or_mit_5.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-new_or_mit_6.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-new_or_mit_7.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-new_or_other-permissive_1.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-new_or_simplified_10.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-new_protojs_1.yml", "YAML", 0, 0, 0, 6, 0, 0, 1, 7
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-new_provided_1.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-new_provided_2.yml", "YAML", 0, 0, 0, 4, 0, 0, 1, 5
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-new_qt.yml", "YAML", 0, 0, 0, 2, 0, 0, 1, 3
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-new_readme1.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-new_readme2.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-new_readme3.yml", "YAML", 0, 0, 0, 2, 0, 0, 1, 3
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-new_readme4.yml", "YAML", 0, 0, 0, 2, 0, 0, 1, 3
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-new_readme5.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-new_see_1.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-new_see_license.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-new_sla.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-new_url_1.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-new_url_2.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-new_url_3.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-new_url_4.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-new_url_5.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-new_url_6.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-new_url_7.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-new_url_8.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-new_url_9.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-new_url_badge.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-new_w3c.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-new_webm_1.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-new_webm_2.yml", "YAML", 0, 0, 0, 4, 0, 0, 1, 5
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-new_with_ecma-no-patent_1.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-new_with_ecma-no-patent_2.yml", "YAML", 0, 0, 0, 4, 0, 0, 1, 5
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-new_with_facebook-patent-rights-2_or_gpl-2.0_facebook_1.yml", "YAML", 0, 0, 0, 9, 0, 0, 1, 10
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-new_with_far-manager-exception_1.yml", "YAML", 0, 0, 0, 4, 0, 0, 1, 5
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-new_xstream_maven_1.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-new_xstream_maven_2.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-new_xstream_maven_3.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-new_xstream_maven_4.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-new_zlib.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-new_zlib2.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-no-disclaimer-unmodified_or_gpl-2.0-plus.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-no-mod.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-no-mod_1.yml", "YAML", 0, 0, 0, 4, 0, 0, 1, 5
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-no-mod_2.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original-uc-1986_1.yml", "YAML", 0, 0, 0, 2, 0, 0, 1, 3
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original-uc-1986_2.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original-uc-1986_3.yml", "YAML", 0, 0, 0, 4, 0, 0, 1, 5
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original-uc.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original-uc_1.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original-uc_10.yml", "YAML", 0, 0, 0, 3, 0, 0, 2, 5
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original-uc_11.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original-uc_12.yml", "YAML", 0, 0, 0, 4, 0, 0, 2, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original-uc_13.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original-uc_14.yml", "YAML", 0, 0, 0, 7, 0, 0, 1, 8
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original-uc_15.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original-uc_16.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original-uc_17.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original-uc_18.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original-uc_19.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original-uc_2.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original-uc_20.yml", "YAML", 0, 0, 0, 6, 0, 0, 1, 7
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original-uc_21.yml", "YAML", 0, 0, 0, 6, 0, 0, 1, 7
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original-uc_22.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original-uc_23.yml", "YAML", 0, 0, 0, 8, 0, 0, 2, 10
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original-uc_24.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original-uc_25.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original-uc_26.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original-uc_27.yml", "YAML", 0, 0, 0, 6, 0, 0, 1, 7
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original-uc_28.yml", "YAML", 0, 0, 0, 6, 0, 0, 1, 7
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original-uc_29.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original-uc_3.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original-uc_30.yml", "YAML", 0, 0, 0, 4, 0, 0, 1, 5
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original-uc_4.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original-uc_5.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original-uc_6.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original-uc_7.yml", "YAML", 0, 0, 0, 6, 0, 0, 2, 8
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original-uc_8.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original-uc_9.yml", "YAML", 0, 0, 0, 8, 0, 0, 1, 9
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original-uc_url_1.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original-uc_url_2.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_1.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_10.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_11.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_12.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_13.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_14.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_15.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_16.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_17.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_18.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_19.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_2.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_20.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_21.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_22.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_23.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_24.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_25.yml", "YAML", 0, 0, 0, 5, 0, 0, 2, 7
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_26.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_27.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_28.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_29.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_3.yml", "YAML", 0, 0, 0, 6, 0, 0, 1, 7
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_30.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_31.yml", "YAML", 0, 0, 0, 4, 0, 0, 1, 5
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_32.yml", "YAML", 0, 0, 0, 6, 0, 0, 1, 7
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_33.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_34.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_35.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_36.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_37.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_38.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_39.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_4.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_40.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_41.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_42.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_43.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_44.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_45.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_46.yml", "YAML", 0, 0, 0, 4, 0, 0, 1, 5
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_47.yml", "YAML", 0, 0, 0, 9, 0, 0, 1, 10
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_48.yml", "YAML", 0, 0, 0, 4, 0, 0, 1, 5
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_49.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_5.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_50.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_51.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_52.yml", "YAML", 0, 0, 0, 4, 0, 0, 1, 5
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_53.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_54.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_55.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_56.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_57.yml", "YAML", 0, 0, 0, 4, 0, 0, 1, 5
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_58.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_59.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_6.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_60.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_61.yml", "YAML", 0, 0, 0, 8, 0, 0, 1, 9
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_62.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_63.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_64.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_65.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_66.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_67.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_68.yml", "YAML", 0, 0, 0, 6, 0, 0, 1, 7
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_69.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_7.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_70.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_71.yml", "YAML", 0, 0, 0, 4, 0, 0, 1, 5
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_72.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_73.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_8.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_9.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_trimble.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_url_1.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-original_url_2.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-plus-mod-notice_1.yml", "YAML", 0, 0, 0, 2, 0, 0, 1, 3
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-plus-mod-notice_2.yml", "YAML", 0, 0, 0, 2, 0, 0, 1, 3
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-plus-mod-notice_3.yml", "YAML", 0, 0, 0, 7, 0, 0, 1, 8
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-plus-mod-notice_4.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-plus-mod-notice_5.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-plus-mod-notice_6.yml", "YAML", 0, 0, 0, 2, 0, 0, 1, 3
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-plus-patent_1.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-plus-patent_url_1.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-plus-patent_url_2.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-plus-patent_url_glc_68.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-plus-patent_url_glc_69.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-protection_1.yml", "YAML", 0, 0, 0, 6, 0, 0, 1, 7
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-protection_2.yml", "YAML", 0, 0, 0, 4, 0, 0, 1, 5
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-protection_url_1.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-protection_url_2.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-simplified-darwin_1.yml", "YAML", 0, 0, 0, 2, 0, 0, 1, 3
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-simplified-darwin_2.yml", "YAML", 0, 0, 0, 6, 0, 0, 1, 7
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-simplified-darwin_3.yml", "YAML", 0, 0, 0, 4, 0, 0, 1, 5
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-simplified-intel_1.yml", "YAML", 0, 0, 0, 2, 0, 0, 1, 3
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-simplified-source.yml", "YAML", 0, 0, 0, 2, 0, 0, 1, 3
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-simplified_1.yml", "YAML", 0, 0, 0, 2, 0, 0, 1, 3
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-simplified_10.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-simplified_100.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-simplified_101.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-simplified_102.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-simplified_103.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-simplified_104.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-simplified_105.yml", "YAML", 0, 0, 0, 5, 0, 0, 1, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-simplified_106.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-simplified_107.yml", "YAML", 0, 0, 0, 4, 0, 0, 2, 6
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-simplified_108.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-simplified_109.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-simplified_11.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
"d:\IDEWORK\lvmen\src\licensedcode\data\rules\bsd-simplified_110.yml", "YAML", 0, 0, 0, 3, 0, 0, 1, 4
